Company Rate,Company Name,Title,Location,Salary,Staus,Post Date,Job Link
3.8,Capgemini,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,"Dallas, TX",$69K - $81K (Glassdoor est.),Hot,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=3839&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f7d2f62&cb=1617666674172&jobListingId=3491045400
3.6,State Farm,Entry Level Data Analyst DBA/DBSA,"Bloomington, IL",$42K - $73K (Glassdoor est.),,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=37049&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_e69d5ce5&cb=1617666674172&jobListingId=4010363709
3.9,RELX Group,Data Analyst I - Unix Command Line,"Alpharetta, GA",$33K - $59K (Glassdoor est.),New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=1091461&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_08d3c559&cb=1617666674172&jobListingId=4051461095
4.0,Keyrus USA,Data Technology Analyst (Summer 2021 Start Date),"Washington, DC",$44K - $62K (Glassdoor est.),,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1091461&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_897c70bc&cb=1617666674172&jobListingId=3767994147
4.5,SALI Fund Services,Business Data Analyst (Entry-Level),"Austin, TX",,,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=1136006&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_30af02a0&cb=1617666674172&jobListingId=4041730441
,CRJ Programs,Data Analyst I,United States,,,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=1020558&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_62c748bf&cb=1617666674172&jobListingId=4041036359
3.6,San Manuel Casino,Data Analyst I,"Highland, CA",$47K - $57K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=1136006&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_26e6449c&cb=1617666674173&jobListingId=3765240120
,Datasync Techonlogies Inc,Data Analyst DA21-1,"Reston, VA",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1091461&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_93b3f259&cb=1617666674173&jobListingId=3816940915
4.3,Langan Engineering and Environmental Services,Environmental Data Analyst - 1 to 5 Years Experience,"New York, NY",$42K - $76K (Glassdoor est.),Hiring Surge,08/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=974934&s=58&guid=00000178a4728d44985146f7e82e72b9&src=GD_JOB_AD&t=SR&vt=w&cs=1_61a29379&cb=1617666674173&jobListingId=4025243126
,RA Solutions,Entry Level Data Analyst,"Angola, IN",,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_60499565&cb=1617666719716&jobListingId=4047118558
4.1,Massachusetts General Hospital(MGH),Data Analyst I / 40 Hours / Day / Department of Psychiatry,"Boston, MA",$45K - $77K (Glassdoor est.),Top Company,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=25073&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_8f03be07&cb=1617666719717&jobListingId=4051850884
,One Partner LLC,Data Analyst I,"Kingsport, TN",,,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b11d9dab&cb=1617666719722&jobListingId=3670500832
3.5,Ryder,Data Analyst - Warehousing - Entry Level - Multiple Shifts,"Austin, TX",,Hot,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_bdd46b85&cb=1617666719720&jobListingId=4013650966
3.8,USAA,Information Management Analyst I (Data Quality Analyst),"San Antonio, TX",$57K - $99K (Glassdoor est.),New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=133350&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_9488f090&cb=1617666719722&jobListingId=4023242006
3.6,Mount Sinai,"Data Analyst I, Division of Pulmonary Medicine","New York, NY",$37K - $66K (Glassdoor est.),,,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_9ff552f5&cb=1617666719723&jobListingId=3780297370
3.4,Granite Telecommunications,Database Data Analyst Level 1,"Quincy, MA",,Hiring Surge,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=3949&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_359984a7&cb=1617666719723&jobListingId=4025317956
3.6,Mount Sinai,"Data Analyst I, Neurosciences","New York, NY",$35K - $63K (Glassdoor est.),Hot,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_37c53c90&cb=1617666719723&jobListingId=4037625913
3.5,AmerisourceBergen,Master Data Analyst I,"Conshohocken, PA",$50K - $87K (Glassdoor est.),Hiring Surge,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=3839&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3144728&cb=1617666719723&jobListingId=4036455516
3.6,Mount Sinai,Quality Data Analyst I-Cardiology,"New York, NY",$43K - $73K (Glassdoor est.),New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_2ce51c5f&cb=1617666719723&jobListingId=4051890737
2.5,Hydromax USA,Data Analyst I,"Louisville, KY",$26K - $48K (Glassdoor est.),,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3c2f4698&cb=1617666719723&jobListingId=4044582299
3.4,Constellis,Data Analyst I - FPS MC,"Philadelphia, PA",$45K - $80K (Glassdoor est.),,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=37049&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ea73443&cb=1617666719724&jobListingId=4020919053
3.6,pureIntegration,"Data Analyst I, Marketing - Content Engagement","Philadelphia, PA",$41K - $75K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=8095&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_90506d73&cb=1617666719724&jobListingId=3726144213
4.0,JT4,Data Analyst I,"Edwards, CA",,,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef5ae8b4&cb=1617666719724&jobListingId=4015882353
2.8,Providence,Healthcare Data Analyst 1,"Beaverton, OR",$53K - $93K (Glassdoor est.),,12/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_6ec05062&cb=1617666719724&jobListingId=4029507623
3.9,CHOP,Data Programmer Analyst I,"Philadelphia, PA",$50K - $88K (Glassdoor est.),New,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=215489&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6d380bb&cb=1617666719724&jobListingId=4052611036
2.0,911 Datamaster Inc,9-1-1 Data Analyst,"Austin, TX",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=66506&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_013ddd61&cb=1617666719724&jobListingId=3789482406
3.6,Mount Sinai,"Data Analyst I, FPA Operations","New York, NY",$37K - $66K (Glassdoor est.),,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_13fd6ead&cb=1617666719725&jobListingId=3809926065
3.5,Amerihealth,"(DE&I) Diversity, Equity & Inclusion Data Analyst [Data Visualization Experience]","Philadelphia, PA",$35K - $64K (Glassdoor est.),Actively Hiring,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=1044074&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_914b6752&cb=1617666719725&jobListingId=4039519055
,Align,Entry Level Data Center Analyst,"Dallas, TX",,,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_50c1d8a4&cb=1617666719726&jobListingId=4035140003
3.8,Ellington Management Group,SUMMER / FALL 2021 CO-OP – SOFTWARE DEVELOPER / DATA ANALYST,"Old Greenwich, CT",$66K - $124K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_77b21050&cb=1617666719725&jobListingId=3814999209
3.5,Vidant Health,Healthy Planet Data Application Analyst I,"Greenville, NC",,,16/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1091461&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_1dc54782&cb=1617666719725&jobListingId=3801442862
3.5,Alaska USA Federal Credit Union,"Data Center Services Analyst I, II, III, or Senior","Glendale, AZ",$24K - $44K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_030cb637&cb=1617666719725&jobListingId=4049656605
3.9,Atlantic Health System,"Data Analyst, I/P Psych. Dept.","Summit, NJ",,,12/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=394412&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_12b0fb4e&cb=1617666719725&jobListingId=4029804305
,TMMG,(C) DMSMS Jr. Data Analyst (Logistician I) - 150785,"Philadelphia, PA",,,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=1091461&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_aa9a950f&cb=1617666719725&jobListingId=3716673723
3.9,KGS Technology Group Inc,Entry Level Business Analyst/ Data Analyst with training Support,"Michigan, ND",,,15/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d95d62ac&cb=1617666719726&jobListingId=4033051121
3.6,Mount Sinai,Data Analyst I - Geriatrics and Palliative Care,"New York, NY",$37K - $66K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_41bb9831&cb=1617666719726&jobListingId=3667527543
4.1,Guardant Health,"Bioinformatics Scientist I, LUNAR Data Analyst (Seattle, WA or Redwood City, CA)","Seattle, WA",$79K - $129K (Glassdoor est.),Hiring Surge,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_25cea6ef&cb=1617666719726&jobListingId=4027758917
3.0,Community Council Of Greater Dallas,Data Analyst I,"Dallas, TX",,,20/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ac581a0d&cb=1617666719726&jobListingId=4007895576
1.9,Education Logistics,"Data Analyst I, II, or III","Missoula, MT",$25K - $47K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=1136006&s=58&guid=00000178a4733f56ab6da25debdb1636&src=GD_JOB_AD&t=SR&vt=w&cs=1_6a6367bd&cb=1617666719726&jobListingId=3667446605
3.6,Shellpoint Mortgage Servicing,Escrow Data Analyst I,"Tempe, AZ",$33K - $59K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=768229&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_b84b9384&cb=1617666766902&jobListingId=4046031987
,ASC,Entry level IT Business Analyst/Data Analyst (CRM/AB Test),"Cranberry Twp, PA",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=502&ao=1091454&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf6afcba&cb=1617666766903&jobListingId=4051524770
3.9,Azusa Pacific University,Data Analyst (Student Accounts) - Graduate & Professional Student Financial Service,"Azusa, CA",$28K - $53K (Glassdoor est.),,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=4011&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_296f9889&cb=1617666766903&jobListingId=4015738868
3.8,Avalere,"Consultant I, Medicare Claims Data Analyst",Remote,,Hot,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=8095&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ac164ccf&cb=1617666766904&jobListingId=3822758134
4.0,H. Lee Moffitt Cancer Center,RSCH DATA ANALYST I BIOINFORMATICS,"Tampa, FL",,Hot,16/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=505&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_f65edbaa&cb=1617666766904&jobListingId=4004088628
3.8,IronEdge Group,DATA ANALYST I,"San Antonio, TX",$37K - $68K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_68938428&cb=1617666766906&jobListingId=4046786182
,Chenega Corporation,Scientific Data Analyst I,"Atlanta, GA",,,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=1008783&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_549b2d61&cb=1617666766907&jobListingId=4015654847
3.2,Flagler Health+,"Financial Analyst I - Enterprise Data & Analystics, Full-time days","Saint Augustine, FL",,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_28179258&cb=1617666766907&jobListingId=4047098078
3.9,Citi,"Banking, Capital Markets and Advisory (BCMA) - Investment Banking, Summer Analyst: Data Science Analyst, M&A Strategic Shareholder Advisory - New York","New York, NY",$87K - $111K (Glassdoor est.),Hot,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=133266&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_eefdec92&cb=1617666766908&jobListingId=3820863253
3.3,PAE,Computer System Analyst I - Data Processing,"Patuxent River, MD",$54K - $92K (Glassdoor est.),New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=1091461&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e7eb3d9&cb=1617666766908&jobListingId=4023242536
3.1,NSF International,Safety Data Analyst I,"Germantown, MD",$47K - $81K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=1091461&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c2a39ff&cb=1617666766908&jobListingId=4005520519
3.0,Hi-Lite Airfield Services,Staff Accountant/Entry Level Data Analyst,"Bradenton, FL",,,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_70a059dd&cb=1617666766909&jobListingId=4043210841
3.9,Children's Hospital of Philadelphia,Financial Data Analyst I,"Philadelphia, PA",$28K - $53K (Glassdoor est.),,14/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=1091461&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b482bc4&cb=1617666766909&jobListingId=4031304028
,PRECISIONxtract,Data Management Analyst I & II,"New York, NY",,,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_06ca7edd&cb=1617666766910&jobListingId=3814473190
3.0,Precision Medicine Group,Data Management Analyst I&II,Massachusetts,,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_7b8bc419&cb=1617666766910&jobListingId=4048479061
4.4,University of Tennessee,Data Analyst I- General Internal Medicine,"Memphis, TN",,,14/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_45c6744e&cb=1617666766910&jobListingId=4031386683
3.5,MMG Insurance,IS Data Analyst I,"New England, ND",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_ee7a3edd&cb=1617666766910&jobListingId=4014417308
3.0,Zayo Group,"Analyst I, Data Analytics","Boulder, CO",$28K - $51K (Glassdoor est.),,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_7a5a7d61&cb=1617666766910&jobListingId=4041211907
3.4,Apollo Medical Holdings,Healthcare Data Analyst I,California,,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=46442&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_e96bb2e8&cb=1617666766910&jobListingId=4048684732
3.5,Cloud Lake,Project Data Analyst I - Administrative / Financial (Secret clearance required),"Chantilly, VA",,,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=1091461&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_38112358&cb=1617666766910&jobListingId=4044067475
3.9,Brigham & Women's Hospital(BWH),Data Analyst I BWH NEUROLOGY,"Boston, MA",$30K - $53K (Glassdoor est.),,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=25073&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_b1aff672&cb=1617666766910&jobListingId=4047563243
3.5,Cloud Lake,Administrative / Financial - Project Data Analyst I (Secret or ability to obtain),"Chantilly, VA",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=1091461&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_f53866df&cb=1617666766911&jobListingId=3783541235
,Hiretual,Business Analyst - Product & Data (1-3 yr exp),"Mountain View, CA",,,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_414733e0&cb=1617666766911&jobListingId=4047234969
4.1,Friedmans Home Improvement,Electronic Data Interchange (EDI) Analyst I / II,"Petaluma, CA",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_65e56cf9&cb=1617666766911&jobListingId=3783633921
3.6,NYC Health + Hospitals,"Mental Health Data Analyst (City Research Scientist L I), Correctional Health Services. *Mon-Fri 9-5*","New York, NY",$55K - $94K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1136006&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_c170a575&cb=1617666766911&jobListingId=3667505555
3.7,Akima Management Services,Project Data Analyst I - Administrative / Financial (Secret clearance required),"Chantilly, VA",$48K - $87K (Glassdoor est.),,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=3839&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_e13143cf&cb=1617666766911&jobListingId=4043837222
,CACIB Crédit Agricole Corporate and Investment Bank (Singapore),CIT Butterfly June 2021 - Data & Analytics Business Analyst #1,United States,,,16/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=4128&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_1d096447&cb=1617666766911&jobListingId=4033918609
3.9,Cleveland Clinic,Data Integrity Financial Analyst I position,"Beachwood, OH",$30K - $46K (Glassdoor est.),,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=1091461&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_1b1b88d1&cb=1617666766911&jobListingId=4047857381
3.0,Risk Solutions,Data Analyst I - Unix Command Line,"Alpharetta, GA",,New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=25073&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_f440a89f&cb=1617666766911&jobListingId=4051782004
3.9,Citibank,"Banking, Capital Markets and Advisory (BCMA) - Investment Banking, Summer Analyst: Data Science Analyst, M&A Strategic Shareholder Advisory - New York","New York, NY",$72K - $93K (Glassdoor est.),Hot,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=37049&s=58&guid=00000178a473f776b82b172185a8bc76&src=GD_JOB_AD&t=SR&vt=w&cs=1_a43c1195&cb=1617666766912&jobListingId=3820863275
2.9,Inovalon,"Consultant I, Medicare Claims Data Analyst",Remote,,Hot,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=8095&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_937882b0&cb=1617666812152&jobListingId=3822758159
3.4,Select Medical,Data Center Operations Support Analyst I,"Addison, TX",$27K - $48K (Glassdoor est.),,16/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=1020558&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_108b948f&cb=1617666812155&jobListingId=4034407869
3.1,Telephone & Data Systems,GIS Data Analyst I - Route Acquisition,"Madison, WI",$29K - $51K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=1020558&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_d8b208bd&cb=1617666812156&jobListingId=4021604879
4.3,National Indemnity Company,Insurance Data Analyst I or II,"Omaha, NE",$35K - $63K (Glassdoor est.),New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_82d4125b&cb=1617666812159&jobListingId=3712391732
,Acquisition Professionals LLC,Data Analyst I / RSP Program Coordinator,"Marietta, GA",,,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=1091461&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9cd320b9&cb=1617666812160&jobListingId=4037011715
1.7,"Jackson County, OR",7687-DATA/PROPERTY ANALYST I (Assessment),"Medford, OR",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_cc2ee4d0&cb=1617666812161&jobListingId=4050346966
4.6,,Data Integration Analyst I,"Germantown, WI",,,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_94c09085&cb=1617666812161&jobListingId=4013168447
3.5,Centene Corporation,Provider Data Management Analyst I,"Chesterfield, MO",$25K - $54K (Glassdoor est.),,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=291823&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_4da683b9&cb=1617666812161&jobListingId=4026473155
3.8,ASAP Solutions,BUS ANAL - Data Analyst - BMS - NJ - 36961-1,New Jersey,,New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_b97e8f0f&cb=1617666812161&jobListingId=4051595434
3.9,Brigham & Women's Hospital(BWH),DATA ANALYST I /40 HOURS / BWH NEUROLOGY,"Boston, MA",$30K - $53K (Glassdoor est.),New,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=25073&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_c341fda1&cb=1617666812161&jobListingId=4052001773
3.9,Chenega Corporation,Scientific Data Analyst I,"Atlanta, GA",$39K - $72K (Glassdoor est.),Actively Hiring,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=1008783&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d21e3e2&cb=1617666812161&jobListingId=4012077577
