Company Rate,Company Name,Title,Location,Salary,Staus,Post Date,Job Link
3.4,Heluna Health,"Clinical Lab Scientist, Data System - ACDC Enhancing Detection Project (Activity #1)","Los Angeles, CA",$21 - $34 Per Hour(Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1702&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_42b0a2df&cb=1617668428262&jobListingId=3681086612
2.1,Sorenson Forensics,Entry-Level Forensic Scientist (DNA/Serology),"Salt Lake City, UT",$27K - $43K (Glassdoor est.),Hot,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1703&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_f0d49c4a&cb=1617668428264&jobListingId=3670261128
3.5,Quest Diagnostics,"Scientist Clinical Lab I- Teterboro, New Jersey","Teterboro, NJ",$17 - $26 Per Hour(Glassdoor est.),New,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1704&ao=358227&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_e71f9859&cb=1617668428265&jobListingId=3769497824
4.6,Dicerna,"Scientist I / Scientist II, Discovery Research","Lexington, MA",$65K - $126K (Glassdoor est.),,,https://www.glassdoor.com/partner/jobListing.htm?pos=1705&ao=8095&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_65f78e4a&cb=1617668428266&jobListingId=4000003856
3.5,ERM Group,Staff Environmental Geologist/Scientist (Entry Level),"Hartford, CT",$32K - $52K (Glassdoor est.),,08/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1706&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_c14d94dc&cb=1617668428266&jobListingId=4025324837
4.1,County of Los Angeles,CLINICAL LABORATORY SCIENTIST I (Blood Bank),"Los Angeles, CA",,,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1707&ao=928437&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_8abbda00&cb=1617668428266&jobListingId=2846184380
3.5,Quest Diagnostics,Scientist Clinical Lab I,"West Hills, CA",$80K - $83K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1708&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_24e8214a&cb=1617668428266&jobListingId=4021810748
,"KPC Healthcare, INC.",Clin Lab Scientist I,"Santa Ana, CA",,,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1709&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3d32f210&cb=1617668428266&jobListingId=3822808582
3.9,Nationwide Children's Hospital,Post Doctoral Scientist Yr 1-3- Center for Microbial Pathogenesis,"Columbus, OH",$50K - $57K (Glassdoor est.),,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1710&ao=1020558&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1689058&cb=1617668428266&jobListingId=3733199697
4.4,Frederick National Laboratory,"Computational Scientist I or II, Sequencing","Rockville, MD",$45K - $131K (Glassdoor est.),,15/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1711&ao=1091461&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_c92ac01d&cb=1617668428266&jobListingId=3722499587
3.7,"Seres Therapeutics, Inc.",Scientist I – Bioprocessing,"Cambridge, MA",$88K - $156K (Glassdoor est.),,12/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1712&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7d32e63d&cb=1617668428266&jobListingId=4000406840
3.6,HBO Max,"Software Engineer I, Data Pipeline - HBO Max","Seattle, WA",,,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1713&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_f13f42cf&cb=1617668428266&jobListingId=3756350844
3.7,Univera Healthcare,Analytics and Data Product Manager I - 0012927,"De Witt, NY",$40K - $77K (Glassdoor est.),New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1714&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_4cdda9bb&cb=1617668428267&jobListingId=4022682046
4.0,"Liberty Environmental, Inc.",Experienced Environmental Scientist for Phase I/Phase IIs,"Berwyn, PA",,,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1715&ao=1091454&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_34e43445&cb=1617668428267&jobListingId=4045972817
,"County of Ventura, CA",Clinical Laboratory Scientist I/II,"Santa Paula, CA",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1716&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_a6687a12&cb=1617668428267&jobListingId=4013541740
4.4,Frederick National Laboratory,Computational Scientist I/II (Genomics),"Frederick, MD",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1717&ao=1091461&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_9e7fc777&cb=1617668428267&jobListingId=3816209914
4.1,Atreca,"Scientist I, Discovery Biology, Immuno-Oncology","South San Francisco, CA",,,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1718&ao=4348&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_405f720d&cb=1617668428267&jobListingId=3803796455
3.5,Catalent Pharma Solutions,"Scientist, Biologics I - Mass Spectrometry and Electrophoresis","Kansas City, MO",$31K - $67K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1719&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf002822&cb=1617668428267&jobListingId=4045851327
4.0,"The Vertex Companies, Inc.",Environmental Scientist I or II,"Seattle, WA",$25K - $35K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1720&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff16dc8d&cb=1617668428267&jobListingId=4045931362
3.7,Vertex Pharmaceuticals Inc (US),Nucleic Acid Analytics Research Scientist I,"Boston, MA",$72K - $139K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1721&ao=281856&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_040dd559&cb=1617668428267&jobListingId=4035802022
4.4,Frederick National Laboratory,Scientist I - Structural Biologist,"Frederick, MD",,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1722&ao=1091461&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_de1e988e&cb=1617668428268&jobListingId=4020364860
3.9,Nationwide Children's Hospital,Post Doctoral Scientist Yr 1-3 - Battelle Center for Mathematical Medicine - Kloczkowski Lab,"Columbus, OH",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1723&ao=1020558&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_f0f3ef32&cb=1617668428268&jobListingId=4050574120
3.9,Alaka`ina Foundation Family of Companies,Regulatory Health Scientist I,"Atlanta, GA",$60K - $101K (Glassdoor est.),,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1724&ao=1091461&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_32276c5b&cb=1617668428268&jobListingId=4015619698
4.1,Dynetics,Weapons and Sensors Engineer/Scientist – Entry Level,"Huntsville, AL",$40K - $84K (Glassdoor est.),,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1725&ao=1091461&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc559331&cb=1617668428268&jobListingId=3806657971
4.4,Frederick National Laboratories,"Computational Scientist I or II, Sequencing (REQ1452)","Rockville, MD",,,15/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1726&ao=1044074&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_de1264ca&cb=1617668428268&jobListingId=3722918696
4.9,Ultra Mobile,Data Integration Engineer I,"Costa Mesa, CA",$48K - $80K (Glassdoor est.),Hiring Surge,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1727&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_f868f12d&cb=1617668428269&jobListingId=3815259314
3.1,Tempus Labs,Clinical Laboratory Scientist I,"Peachtree Corners, GA",$52K - $52K (Glassdoor est.),,15/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1728&ao=8095&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_91290b08&cb=1617668428269&jobListingId=4033049606
4.0,Natera,"Clinical Laboratory Scientist (I, II)","San Carlos, CA",,Hiring Surge,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1729&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_049c64b3&cb=1617668428269&jobListingId=4024891663
3.8,ASAP Solutions,TECH SVCS - Data Solutions Engineer - BMS - NJ - 4625-1,New Jersey,,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1730&ao=1136006&s=58&guid=00000178a48d5111820143b4b7d4a4f6&src=GD_JOB_AD&t=SR&vt=w&cs=1_61939da4&cb=1617668428269&jobListingId=3788996050
3.7,Vertex Pharmaceuticals Inc (US),"Research Scientist I, Computational Genomics","San Diego, CA",$72K - $144K (Glassdoor est.),Actively Hiring,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1801&ao=1044074&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_2c175b85&cb=1617668482404&jobListingId=4027663469
3.9,Ultragenyx Pharmaceutical,Scientist I - Pilot Plant,"Woburn, MA",$72K - $138K (Glassdoor est.),,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1802&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff8f9fbe&cb=1617668482405&jobListingId=3810638689
3.9,Cepheid,"Scientist I, PCR Assay Development Oncology R&D","Sunnyvale, CA",$49K - $108K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1803&ao=618763&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a7df4d5&cb=1617668482406&jobListingId=4022188241
,Maine Molecular Quality Controls(MMQC),Product Development Scientist I,"Saco, ME",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1804&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_80d54066&cb=1617668482406&jobListingId=4049167838
3.9,Henry M Jackson Foundation For The Advan,Research Scientist I or II - Physiological Data Modeling - Biotechnology High Performance Computing Software Applications Institute,"Frederick, MD",$47K - $104K (Glassdoor est.),,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1805&ao=1091461&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1136753b&cb=1617668482407&jobListingId=3709157464
3.7,University of Massachusetts Medical School,,"Mattapan, MA",$32K - $60K (Glassdoor est.),,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1806&ao=1020558&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_5bc8adb3&cb=1617668482408&jobListingId=4037005968
3.8,Thermo Fisher Scientific,"Scientist I, Downstream Process Development (DSPD)","Alachua, FL",,,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1807&ao=133879&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_dd6c811b&cb=1617668482409&jobListingId=3821791834
3.6,ASRC Federal,Computer Scientist Level 1,"Oklahoma City, OK",$47K - $81K (Glassdoor est.),New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1808&ao=1044318&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4890ee86&cb=1617668482409&jobListingId=4051853200
3.4,"Apex Companies, LLC",Scientist 1- Stormwater & Water Resources,"Mead, CO",$28K - $56K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1809&ao=4345&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_c9aec88b&cb=1617668482409&jobListingId=4036116272
3.3,Eurofins Central Laboratory,"Entry Level Scientist, Biochemistry","Columbia, MO",$30K - $43K (Glassdoor est.),,13/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1810&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_033293f3&cb=1617668482409&jobListingId=3799262972
3.5,"Adverum Biotechnologies, Inc.","Scientist I, Assay Development Molecular and Cell Biology","Redwood City, CA",$65K - $133K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1811&ao=148364&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_da2f1191&cb=1617668482409&jobListingId=4036672690
5.0,Fluent BioSciences Inc,"Scientist I/II, Single Cell","Watertown, MA",,,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1812&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc4e7d9e&cb=1617668482409&jobListingId=3803342812
4.1,Bristol Myers Squibb,"Scientist (I), Bioassay Development – Bioassay Center of Excellence","New Brunswick, NJ",$66K - $121K (Glassdoor est.),Top Company,22/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1813&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_0886c97a&cb=1617668482409&jobListingId=3730387635
3.5,ChemoCentryx,"Research Scientist I, Pharmaceutics","San Carlos, CA",$72K - $148K (Glassdoor est.),Hiring Surge,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1814&ao=37049&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_24939989&cb=1617668482409&jobListingId=4051381220
3.5,insitro,"Scientist I/II, DNA-Encoded Libraries - Molecular Biology","South San Francisco, CA",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1815&ao=66506&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f13abe66&cb=1617668482409&jobListingId=4022629538
4.0,Raba Kistner Inc,Environmental Scientist I-SWPPP Technician,United States,,,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1816&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3018525&cb=1617668482410&jobListingId=3810315454
3.3,Eurofins Central Laboratory,Associate Scientist (Entry Level/May grads welcome) - Environmental,"Lancaster, PA",$24K - $52K (Glassdoor est.),New,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1817&ao=1091461&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_5fbda2b3&cb=1617668482410&jobListingId=4051706447
3.6,TechTrueUP,Associate Scientist (Entry Level (BIOLOGY)),"South San Francisco, CA",,,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1818&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_24d232ef&cb=1617668482410&jobListingId=4036976012
3.8,CIA,Graduate Studies Program-Digital Targeting and Data Exploitation,United States,,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1819&ao=4120&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_3fa69f94&cb=1617668482410&jobListingId=3791026460
3.9,Ultragenyx Pharmaceutical,"Scientist I / II, Protein Sciences","Novato, CA",$83K - $163K (Glassdoor est.),,11/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1820&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_78a3b0a0&cb=1617668482410&jobListingId=4029015280
3.9,Nationwide Children's Hospital,Post Doctoral Scientist Yr 1-3 - Center for Microbial Pathogenesis,"Columbus, OH",$50K - $57K (Glassdoor est.),,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1821&ao=1020558&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_6824a49a&cb=1617668482410&jobListingId=3739193787
,Quantum-Si,"Research Scientist I, Biochem/Crystallography","Guilford, CT",,,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1822&ao=8095&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0dbc15c9&cb=1617668482411&jobListingId=4050055892
,"ALDEVRON MADISON, LLC","Scientist I, Upstream Processing","Madison, WI",,,29/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1823&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_3f29bae8&cb=1617668482411&jobListingId=4017959987
3.8,Memorial Health System,Data Engineer I Information Services - Full-Time,"Springfield, IL",$46K - $91K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1824&ao=469643&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d57e0059&cb=1617668482411&jobListingId=3779578173
4.6,Broad Institute,Research Scientist I - Cancer Dependency Map,"Cambridge, MA",,,20/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1825&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_acb742d6&cb=1617668482411&jobListingId=4007800778
3.6,Valley Children's Healthcare,Clinical Lab Scientist I,"Madera, CA",$16 - $26 Per Hour(Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1826&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_cb834c06&cb=1617668482411&jobListingId=4021835127
3.8,Thermo Fisher Scientific,"Scientist I, Downstream- MST","Lexington, MA",$36K - $78K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1827&ao=133879&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_b13dd325&cb=1617668482411&jobListingId=3807358214
3.8,Thermo Fisher Scientific,"Scientist I, Tox Formulations","Fremont, CA",$37K - $81K (Glassdoor est.),,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1828&ao=133879&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d075765&cb=1617668482411&jobListingId=4044243498
4.5,Revolution Medicines,"Scientist I/II, Cancer Biology and Hematological Oncology","Redwood City, CA",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1829&ao=1136006&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_84b4be0d&cb=1617668482411&jobListingId=4022588624
,Eurofins USA BioPharma Services,Cell and Molecular Scientist I,"Lancaster, PA",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1830&ao=4134&s=58&guid=00000178a48e24559d3c770d336bcb7c&src=GD_JOB_AD&t=SR&vt=w&cs=1_1c99fb89&cb=1617668482411&jobListingId=4042943975
3.4,Charles River Laboratories,Data Entry Verifier 1,"Morrisville, NC",,Hiring Surge,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1901&ao=1091461&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_e06891aa&cb=1617668533419&jobListingId=4036733110
4.0,Natera,Medical Laboratory Scientist I,"Austin, TX",$17 - $24 Per Hour(Glassdoor est.),Hiring Surge,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1902&ao=134544&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_08dccb95&cb=1617668533419&jobListingId=3807324389
4.6,The Broad Institute,Research Scientist I - Nicol Lab,"Cambridge, MA",$61K - $121K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1903&ao=242900&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_3de8b959&cb=1617668533420&jobListingId=4040407219
3.6,Novavax,"Scientist I/II, Upstream, Process Sciences","Gaithersburg, MD",$52K - $118K (Glassdoor est.),,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1904&ao=979446&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b4934640&cb=1617668533420&jobListingId=4044218575
3.6,Novavax,"Scientist I/II, Downstream, Process Sciences","Gaithersburg, MD",$52K - $118K (Glassdoor est.),,27/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1905&ao=979446&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c54ca8e6&cb=1617668533421&jobListingId=4044218659
4.6,The Broad Institute,,"Cambridge, MA",$61K - $121K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1906&ao=242900&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_be40df4f&cb=1617668533421&jobListingId=4006421186
4.2,AstraZeneca,"Scientist I/II, Purification Process Sciences","Gaithersburg, MD",$54K - $111K (Glassdoor est.),,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1907&ao=37049&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_d6efdbd6&cb=1617668533422&jobListingId=4027853544
,KLM Careers,"Scientist-Engineer, MSAT - 1","Allendale, NJ",,,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1908&ao=4341&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d63145ce&cb=1617668533423&jobListingId=4045958572
3.2,bluebird bio,Scientist I – Method Development,"Cambridge, MA",$76K - $106K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1909&ao=8095&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_45626b76&cb=1617668533423&jobListingId=3807696250
3.9,NanoString,"Software Product Manager I, Data Analysis","Seattle, WA",$42K - $82K (Glassdoor est.),,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1910&ao=8095&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_27c9b3f7&cb=1617668533424&jobListingId=4027355478
,Lycia Therapeutics,Scientist I/II - Purification,"South San Francisco, CA",,,13/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1911&ao=148364&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_bd476c44&cb=1617668533424&jobListingId=4031143596
4.0,AbbVie,"Scientist I/II, In Vivo Tumor Biologist","North Chicago, IL",$66K - $129K (Glassdoor est.),,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1912&ao=135220&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_b0df4ae9&cb=1617668533425&jobListingId=3771443170
4.6,Broad Institute,Research Scientist I - Klarman Cell Observatory (KCO),"Cambridge, MA",,New,02/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1913&ao=1136006&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_a2e20b28&cb=1617668533425&jobListingId=3768662169
,"ALDEVRON MADISON, LLC","Scientist I, Downstream Process Development","Madison, WI",,,12/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1914&ao=1136006&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_1c304741&cb=1617668533425&jobListingId=4030306210
3.8,Thermo Fisher Scientific,Scientist I - Antibody Manufacturing,"Carlsbad, CA",$33K - $73K (Glassdoor est.),,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1915&ao=133879&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_e3795ca3&cb=1617668533425&jobListingId=4026968474
4.2,"Alliance Source Testing, LLC",Project Scientist I - Emissions Testing Technician,"Salt Lake City, UT",$25K - $44K (Glassdoor est.),New,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1916&ao=1136006&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_2aa08fdc&cb=1617668533425&jobListingId=4052867804
,Equity Staffing Group,Scientist I Job-009127,"Carlsbad, CA",,,19/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1917&ao=1044076&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_38ec1e24&cb=1617668533425&jobListingId=4037601306
3.7,Hikma Pharmaceuticals USA Inc.,"Scientist I, QC Microbiology 1st Shift (Wednesday through Sunday)","Columbus, OH",$25K - $61K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=1918&ao=1020558&s=58&guid=00000178a48eeafb8503f8368b282851&src=GD_JOB_AD&t=SR&vt=w&cs=1_e484eced&cb=1617668533425&jobListingId=4040667349
